cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
xu9llz9u,18e4bf7e0c2d81caa5795174a4f25d5a035e09b1,PMC,A Novel Peptide Enhances Therapeutic Efficacy of Liposomal Anti-Cancer Drugs in Mice Models of Human Lung Cancer,10.1371/journal.pone.0004171,PMC2614347,19137069,cc-by,"Lung cancer is the leading cause of cancer-related mortality worldwide. The lack of tumor specificity remains a major drawback for effective chemotherapies and results in dose-limiting toxicities. However, a ligand-mediated drug delivery system should be able to render chemotherapy more specific to tumor cells and less toxic to normal tissues. In this study, we isolated a novel peptide ligand from a phage-displayed peptide library that bound to non-small cell lung cancer (NSCLC) cell lines. The targeting phage bound to several NSCLC cell lines but not to normal cells. Both the targeting phage and the synthetic peptide recognized the surgical specimens of NSCLC with a positive rate of 75% (27 of 36 specimens). In severe combined immunodeficiency (SCID) mice bearing NSCLC xenografts, the targeting phage specifically bound to tumor masses. The tumor homing ability of the targeting phage was inhibited by the cognate synthetic peptide, but not by a control or a WTY-mutated peptide. When the targeting peptide was coupled to liposomes carrying doxorubicin or vinorelbine, the therapeutic index of the chemotherapeutic agents and the survival rates of mice with human lung cancer xenografts markedly increased. Furthermore, the targeting liposomes increased drug accumulation in tumor tissues by 5.7-fold compared with free drugs and enhanced cancer cell apoptosis resulting from a higher concentration of bioavailable doxorubicin. The current study suggests that this tumor-specific peptide may be used to create chemotherapies specifically targeting tumor cells in the treatment of NSCLC and to design targeted gene transfer vectors or it may be used one in the diagnosis of this malignancy.",2009-01-12,"Chang, De-Kuan; Lin, Chin-Tarng; Wu, Chien-Hsun; Wu, Han-Chung",PLoS One,,,,document_parses/pdf_json/18e4bf7e0c2d81caa5795174a4f25d5a035e09b1.json,document_parses/pmc_json/PMC2614347.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2614347/,
osioowtp,23b1f3033a86c0f53ee90b9ba14634e956f8610b,PMC,"IL-1β, IL-6, and RANTES as Biomarkers of Chikungunya Severity",10.1371/journal.pone.0004261,PMC2625438,19156204,cc-by,"BACKGROUND: Little is known about the immunopathogenesis of Chikungunya virus. Circulating levels of immune mediators and growth factors were analyzed from patients infected during the first Singaporean Chikungunya fever outbreak in early 2008 to establish biomarkers associated with infection and/or disease severity. METHODS AND FINDINGS: Adult patients with laboratory-confirmed Chikungunya fever infection, who were referred to the Communicable Disease Centre/Tan Tock Seng Hospital during the period from January to February 2008, were included in this retrospective study. Plasma fractions were analyzed using a multiplex-microbead immunoassay. Among the patients, the most common clinical features were fever (100%), arthralgia (90%), rash (50%) and conjunctivitis (40%). Profiles of 30 cytokines, chemokines, and growth factors were able to discriminate the clinical forms of Chikungunya from healthy controls, with patients classified as non-severe and severe disease. Levels of 8 plasma cytokines and 4 growth factors were significantly elevated. Statistical analysis showed that an increase in IL-1β, IL-6 and a decrease in RANTES were associated with disease severity. CONCLUSIONS: This is the first comprehensive report on the production of cytokines, chemokines, and growth factors during acute Chikungunya virus infection. Using these biomarkers, we were able to distinguish between mild disease and more severe forms of Chikungunya fever, thus enabling the identification of patients with poor prognosis and monitoring of the disease.",2009-01-21,"Ng, Lisa F. P.; Chow, Angela; Sun, Yong-Jiang; Kwek, Dyan J. C.; Lim, Poh-Lian; Dimatatac, Frederico; Ng, Lee-Ching; Ooi, Eng-Eong; Choo, Khar-Heng; Her, Zhisheng; Kourilsky, Philippe; Leo, Yee-Sin",PLoS One,,,,document_parses/pdf_json/23b1f3033a86c0f53ee90b9ba14634e956f8610b.json,document_parses/pmc_json/PMC2625438.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2625438/,
ciuhyhb8,,PMC,Avian Influenza: Should China Be Alarmed?,10.3349/ymj.2007.48.4.586,PMC2628066,17722229,cc-by-nc,"Avian influenza has emerged as one of the primary public health concern of the 21st century. Influenza strain H5N1 is capable of incidentally infecting humans and other mammals. Since their reemergence in 2003, highly pathogenic avian influenza A (H5N1) viruses have been transmitted from poultry to humans (by direct or indirect contact with infected birds) in several provinces of Mainland China, which has resulted in 22 cases of human infection and has created repercussions for the Chinese economy. People have been concerned whether a new pandemic will occur in the future. The eradication of pathogenic avian influenza viruses appears to be the most effective way to prevent an influenza pandemic. This paper will examine the features of H5N1, including incidence, infection, immunity, clinical management, prevention and control, and therapy in Mainland China.",2007-08-31,"Su, Zhaoliang; Xu, Huaxi; Chen, Jianguo",Yonsei Med J,,,,,document_parses/pmc_json/PMC2628066.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2628066/,
928pkpv2,7234aab6f4e46d4349fee1e8b38412a5eaebbe3f,PMC,Rift Valley Fever Virus NSs Protein Promotes Post-Transcriptional Downregulation of Protein Kinase PKR and Inhibits eIF2α Phosphorylation,10.1371/journal.ppat.1000287,PMC2629125,19197350,cc-by,"Rift Valley fever virus (RVFV) (genus Phlebovirus, family Bunyaviridae) is a negative-stranded RNA virus with a tripartite genome. RVFV is transmitted by mosquitoes and causes fever and severe hemorrhagic illness among humans, and fever and high rates of abortions in livestock. A nonstructural RVFV NSs protein inhibits the transcription of host mRNAs, including interferon-β mRNA, and is a major virulence factor. The present study explored a novel function of the RVFV NSs protein by testing the replication of RVFV lacking the NSs gene in the presence of actinomycin D (ActD) or α-amanitin, both of which served as a surrogate of the host mRNA synthesis suppression function of the NSs. In the presence of the host-transcriptional inhibitors, the replication of RVFV lacking the NSs protein, but not that carrying NSs, induced double-stranded RNA-dependent protein kinase (PKR)–mediated eukaryotic initiation factor (eIF)2α phosphorylation, leading to the suppression of host and viral protein translation. RVFV NSs promoted post-transcriptional downregulation of PKR early in the course of the infection and suppressed the phosphorylated eIF2α accumulation. These data suggested that a combination of RVFV replication and NSs-induced host transcriptional suppression induces PKR-mediated eIF2α phosphorylation, while the NSs facilitates efficient viral translation by downregulating PKR and inhibiting PKR-mediated eIF2α phosphorylation. Thus, the two distinct functions of the NSs, i.e., the suppression of host transcription, including that of type I interferon mRNAs, and the downregulation of PKR, work together to prevent host innate antiviral functions, allowing efficient replication and survival of RVFV in infected mammalian hosts.",2009-02-06,"Ikegami, Tetsuro; Narayanan, Krishna; Won, Sungyong; Kamitani, Wataru; Peters, C. J.; Makino, Shinji",PLoS Pathog,,,,document_parses/pdf_json/7234aab6f4e46d4349fee1e8b38412a5eaebbe3f.json,document_parses/pmc_json/PMC2629125.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2629125/,
87yq2317,0bef65699098fb63e5091c44004b59bcdb52858f,PMC,"Influenza Virus (H5N1) in Live Bird Markets and Food Markets, Thailand",10.3201/eid1411.080683,PMC2630752,18976558,no-cc,A surveillance program for influenza A viruses (H5N1) was conducted in live bird and food markets in central Thailand during July 2006–August 2007. Twelve subtype H5N1 viruses were isolated. The subtype H5N1 viruses circulating in the markets were genetically related to those that circulated in Thailand during 2004–2005.,2008-11-02,"Amonsin, Alongkorn; Choatrakol, Chuensakon; Lapkuntod, Jiradej; Tantilertcharoen, Rachod; Thanawongnuwech, Roongroje; Suradhat, Sanipa; Suwannakarn, Kamol; Theamboonlers, Apiradee; Poovorawan, Yong",Emerg Infect Dis,,,,document_parses/pdf_json/0bef65699098fb63e5091c44004b59bcdb52858f.json,document_parses/pmc_json/PMC2630752.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2630752/,
k2glr4pd,d51990b7ec401bf9fa7917517b3d3cae2a650da9,PMC,Antimicrobial and antioxidant activities of Cortex Magnoliae Officinalis and some other medicinal plants commonly used in South-East Asia,10.1186/1749-8546-3-15,PMC2631514,19038060,cc-by,"BACKGROUND: Eight medicinal plants were tested for their antimicrobial and antioxidant activities. Different extraction methods were also tested for their effects on the bioactivities of the medicinal plants. METHODS: Eight plants, namely Herba Polygonis Hydropiperis (Laliaocao), Folium Murraya Koenigii (Jialiye), Rhizoma Arachis Hypogea (Huashenggen), Herba Houttuyniae (Yuxingcao), Epipremnum pinnatum (Pashulong), Rhizoma Typhonium Flagelliforme (Laoshuyu), Cortex Magnoliae Officinalis (Houpo) and Rhizoma Imperatae (Baimaogen) were investigated for their potential antimicrobial and antioxidant properties. RESULTS: Extracts of Cortex Magnoliae Officinalis had the strongest activities against M. Smegmatis, C. albicans, B. subtilis and S. aureus. Boiled extracts of Cortex Magnoliae Officinalis, Folium Murraya Koenigii, Herba Polygonis Hydropiperis and Herba Houttuyniae demonstrated greater antioxidant activities than other tested medicinal plants. CONCLUSION: Among the eight tested medicinal plants, Cortex Magnoliae Officinalis showed the highest antimicrobial and antioxidant activities. Different methods of extraction yield different spectra of bioactivities.",2008-11-28,"Chan, Lai Wah; Cheah, Emily LC; Saw, Constance LL; Weng, Wanyu; Heng, Paul WS",Chin Med,,,,document_parses/pdf_json/d51990b7ec401bf9fa7917517b3d3cae2a650da9.json,document_parses/pmc_json/PMC2631514.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2631514/,
jzwcy7dr,a009c8efa4c5f13a5e604608d4e33e1dac078044,PMC,Results From a Hypothesis Generating Case-Control Study: Herpes Family Viruses and Schizophrenia Among Military Personnel,10.1093/schbul/sbm139,PMC2632504,18156638,bronze-oa,"Background: Herpes family viruses can cause central nervous system inflammatory changes that can present with symptoms indistinguishable from schizophrenia and therefore are of interest in schizophrenia research. Most existing studies of herpes viruses have used small populations and postdiagnosis specimens. As part of a larger research program, we conducted a hypothesis-generating case-control study of selected herpes virus antibodies among individuals discharged from the US military with schizophrenia and pre- and postdiagnosis sera. Methods: Cases (n = 180) were servicemembers hospitalized and discharged from military service with schizophrenia. Controls, 3:1 matched on several factors, were members not discharged. The military routinely collects and stores members' serum specimens. We used microplate enzyme immunoassay to measure immunoglobulin G (IgG) antibody levels to 6 herpes viruses in pre- and postdiagnosis specimens. Conditional logistic regression was used, and the measure of association was the hazard ratio (HR). Results: Overall, we found a significant association between human herpes virus type 6 and schizophrenia, with an HR of 1.17 (95% confidence interval [CI] = 1.04, 1.32). Women and blacks had significant negative associations with herpes simplex virus type 2 and cytomegalovirus; among blacks, there was a significant positive association with herpes simplex virus type 1. Among men, there was a HHV-6 temporal effect with an HR of 1.41 (95% CI = 1.02, 1.96) for sera drawn 6–12 months before diagnosis. Discussion: Findings from previous studies of herpes family viruses and schizophrenia have been inconsistent. Our study is based on a larger population than most previous studies and used serum specimens collected before onset of illness. This study adds to the body of knowledge and provides testable hypotheses for follow-on studies.",2008-08-20,"Niebuhr, David W.; Millikan, Amy M.; Yolken, Robert; Li, Yuanzhang; Weber, Natalya S.",Schizophrenia Bulletin,,,,document_parses/pdf_json/a009c8efa4c5f13a5e604608d4e33e1dac078044.json,document_parses/pmc_json/PMC2632504.xml.json,https://academic.oup.com/schizophreniabulletin/article-pdf/34/6/1182/5459475/sbm139.pdf,
e1sfuv1n,78a711b48016b9c3d40cc686f94897e88550b4cb; 2d03e06d69e6ce12f729754f072c88d949b3e7f7,PMC,SARS-CoV: Lessons for global health,10.1016/j.virusres.2007.03.024,PMC2633111,17467837,bronze-oa,,2008-04-01,"Baric, Ralph Steven",Virus Research,,,,document_parses/pdf_json/78a711b48016b9c3d40cc686f94897e88550b4cb.json; document_parses/pdf_json/2d03e06d69e6ce12f729754f072c88d949b3e7f7.json,document_parses/pmc_json/PMC2633111.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2633111/,
9mma6rva,edf9cf3b5819884593c4857e07fd522f46ca2dbb,PMC,Science into policy: preparing for pandemic influenza,10.1093/pubmed/fdn049,PMC2638901,18603626,cc-by-nc,Authoratative government pandemic preparedness requires an evidence-based approach. The scientific advisory process that has informed the current UK pandemic preparedness plans is described. The final endorsed scientific papers are now publicly available.,2008-07-04,"Harper, D. R.; Davies, L. M.; Gadd, E. M.; Costigan, S. C.",J Public Health (Oxf),,,,document_parses/pdf_json/edf9cf3b5819884593c4857e07fd522f46ca2dbb.json,document_parses/pmc_json/PMC2638901.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2638901/,
e666nvl3,ec84301b786a7e9bb2745f5a4141a69e484a92f3,PMC,Smallpox and Season: Reanalysis of Historical Data,10.1155/2009/591935,PMC2648660,19266090,cc-by,"Seasonal variation in smallpox transmission is one of the most pressing ecological questions and is relevant to bioterrorism preparedness. The present study reanalyzed 7 historical datasets which recorded monthly cases or deaths. In addition to time series analyses of reported data, an estimation and spectral analysis of the effective reproduction number at calendar time t, R(t), were made. Meteorological variables were extracted from a report in India from 1890–1921 and compared with smallpox mortality as well as R(t). Annual cycles of smallpox transmission were clearly shown not only in monthly reports but also in the estimates of R(t). Even short-term epidemic data clearly exhibited an annual peak every January. Both mortality and R(t) revealed significant negative association (P < .01) and correlation (P < .01), respectively, with humidity. These findings suggest that smallpox transmission greatly varies with season and is most likely enhanced by dry weather.",2009-01-04,"Nishiura, Hiroshi; Kashiwagi, Tomoko",Interdiscip Perspect Infect Dis,,,,document_parses/pdf_json/ec84301b786a7e9bb2745f5a4141a69e484a92f3.json,document_parses/pmc_json/PMC2648660.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2648660/,
akvhi38e,85f1cce2d9c087d6bc398cfc478fd5eee3f29785,PMC,Chinese journals: a guide for epidemiologists,10.1186/1742-7622-5-20,PMC2648956,18826604,cc-by,"Chinese journals in epidemiology, preventive medicine and public health contain much that is of potential international interest. However, few non-Chinese speakers are acquainted with this literature. This article therefore provides an overview of the contemporary scene in Chinese biomedical journal publication, Chinese bibliographic databases and Chinese journals in epidemiology, preventive medicine and public health. The challenge of switching to English as the medium of publication, the development of publishing bibliometric data from Chinese databases, the prospect of an Open Access publication model in China, the issue of language bias in literature reviews and the quality of Chinese journals are discussed. Epidemiologists are encouraged to search the Chinese bibliographic databases for Chinese journal articles.",2008-09-30,"Fung, Isaac CH",Emerg Themes Epidemiol,,,,document_parses/pdf_json/85f1cce2d9c087d6bc398cfc478fd5eee3f29785.json,document_parses/pmc_json/PMC2648956.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2648956/,
ecey1cyz,31b039f27dbcd96df12be89f281f576d26fe80e1,PMC,The Complete Genome and Proteome of Laribacter hongkongensis Reveal Potential Mechanisms for Adaptations to Different Temperatures and Habitats,10.1371/journal.pgen.1000416,PMC2652115,19283063,cc-by,"Laribacter hongkongensis is a newly discovered Gram-negative bacillus of the Neisseriaceae family associated with freshwater fish–borne gastroenteritis and traveler's diarrhea. The complete genome sequence of L. hongkongensis HLHK9, recovered from an immunocompetent patient with severe gastroenteritis, consists of a 3,169-kb chromosome with G+C content of 62.35%. Genome analysis reveals different mechanisms potentially important for its adaptation to diverse habitats of human and freshwater fish intestines and freshwater environments. The gene contents support its phenotypic properties and suggest that amino acids and fatty acids can be used as carbon sources. The extensive variety of transporters, including multidrug efflux and heavy metal transporters as well as genes involved in chemotaxis, may enable L. hongkongensis to survive in different environmental niches. Genes encoding urease, bile salts efflux pump, adhesin, catalase, superoxide dismutase, and other putative virulence factors—such as hemolysins, RTX toxins, patatin-like proteins, phospholipase A1, and collagenases—are present. Proteomes of L. hongkongensis HLHK9 cultured at 37°C (human body temperature) and 20°C (freshwater habitat temperature) showed differential gene expression, including two homologous copies of argB, argB-20, and argB-37, which encode two isoenzymes of N-acetyl-L-glutamate kinase (NAGK)—NAGK-20 and NAGK-37—in the arginine biosynthesis pathway. NAGK-20 showed higher expression at 20°C, whereas NAGK-37 showed higher expression at 37°C. NAGK-20 also had a lower optimal temperature for enzymatic activities and was inhibited by arginine probably as negative-feedback control. Similar duplicated copies of argB are also observed in bacteria from hot springs such as Thermus thermophilus, Deinococcus geothermalis, Deinococcus radiodurans, and Roseiflexus castenholzii, suggesting that similar mechanisms for temperature adaptation may be employed by other bacteria. Genome and proteome analysis of L. hongkongensis revealed novel mechanisms for adaptations to survival at different temperatures and habitats.",2009-03-13,"Woo, Patrick C. Y.; Lau, Susanna K. P.; Tse, Herman; Teng, Jade L. L.; Curreem, Shirly O. T.; Tsang, Alan K. L.; Fan, Rachel Y. Y.; Wong, Gilman K. M.; Huang, Yi; Loman, Nicholas J.; Snyder, Lori A. S.; Cai, James J.; Huang, Jian-Dong; Mak, William; Pallen, Mark J.; Lok, Si; Yuen, Kwok-Yung",PLoS Genet,,,,document_parses/pdf_json/31b039f27dbcd96df12be89f281f576d26fe80e1.json,document_parses/pmc_json/PMC2652115.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2652115/,
cpu38ryy,9c73af9481f81750f06468bea1bcab1d6b92be36,PMC,Malignant mesothelioma,10.1186/1750-1172-3-34,PMC2652430,19099560,cc-by,"Malignant mesothelioma is a fatal asbestos-associated malignancy originating from the lining cells (mesothelium) of the pleural and peritoneal cavities, as well as the pericardium and the tunica vaginalis. The exact prevalence is unknown but it is estimated that mesotheliomas represent less than 1% of all cancers. Its incidence is increasing, with an expected peak in the next 10–20 years. Pleural malignant mesothelioma is the most common form of mesothelioma. Typical presenting features are those of chest pain and dyspnoea. Breathlessness due to a pleural effusion without chest pain is reported in about 30% of patients. A chest wall mass, weight loss, sweating, abdominal pain and ascites (due to peritoneal involvement) are less common presentations. Mesothelioma is directly attributable to occupational asbestos exposure with a history of exposure in over 90% of cases. There is also evidence that mesothelioma may result from both para-occupational exposure and non-occupational ""environmental"" exposure. Idiopathic or spontaneous mesothelioma can also occur in the absence of any exposure to asbestos, with a spontaneous rate in humans of around one per million. A combination of accurate exposure history, along with examination radiology and pathology are essential to make the diagnosis. Distinguishing malignant from benign pleural disease can be challenging. The most helpful CT findings suggesting malignant pleural disease are 1) a circumferential pleural rind, 2) nodular pleural thickening, 3) pleural thickening of > 1 cm and 4) mediastinal pleural involvement. Involvement of a multidisciplinary team is recommended to ensure prompt and appropriate management, using a framework of radiotherapy, chemotherapy, surgery and symptom palliation with end of life care. Compensation issues must also be considered. Life expectancy in malignant mesothelioma is poor, with a median survival of about one year following diagnosis.",2008-12-19,"Moore, Alastair J; Parker, Robert J; Wiggins, John",Orphanet J Rare Dis,,,,document_parses/pdf_json/9c73af9481f81750f06468bea1bcab1d6b92be36.json,document_parses/pmc_json/PMC2652430.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2652430/,
87mjdccj,a5505b3b82076cc533a5be93b32e0c8ca91ee861; 8835dcab677bd9b99cb9f75095332a92b53e1caa,PMC,Antiviral resistance during pandemic influenza: implications for stockpiling and drug use,10.1186/1471-2334-9-8,PMC2653495,19161634,cc-by,"BACKGROUND: The anticipated extent of antiviral use during an influenza pandemic can have adverse consequences for the development of drug resistance and rationing of limited stockpiles. The strategic use of drugs is therefore a major public health concern in planning for effective pandemic responses. METHODS: We employed a mathematical model that includes both sensitive and resistant strains of a virus with pandemic potential, and applies antiviral drugs for treatment of clinical infections. Using estimated parameters in the published literature, the model was simulated for various sizes of stockpiles to evaluate the outcome of different antiviral strategies. RESULTS: We demonstrated that the emergence of highly transmissible resistant strains has no significant impact on the use of available stockpiles if treatment is maintained at low levels or the reproduction number of the sensitive strain is sufficiently high. However, moderate to high treatment levels can result in a more rapid depletion of stockpiles, leading to run-out, by promoting wide-spread drug resistance. We applied an antiviral strategy that delays the onset of aggressive treatment for a certain amount of time after the onset of the outbreak. Our results show that if high treatment levels are enforced too early during the outbreak, a second wave of infections can potentially occur with a substantially larger magnitude. However, a timely implementation of wide-scale treatment can prevent resistance spread in the population, and minimize the final size of the pandemic. CONCLUSION: Our results reveal that conservative treatment levels during the early stages of the outbreak, followed by a timely increase in the scale of drug-use, will offer an effective strategy to manage drug resistance in the population and avoid run-out. For a 1918-like strain, the findings suggest that pandemic plans should consider stockpiling antiviral drugs to cover at least 20% of the population.",2009-01-22,"Arino, Julien; Bowman, Christopher S; Moghadas, Seyed M",BMC Infect Dis,,,,document_parses/pdf_json/a5505b3b82076cc533a5be93b32e0c8ca91ee861.json; document_parses/pdf_json/8835dcab677bd9b99cb9f75095332a92b53e1caa.json,document_parses/pmc_json/PMC2653495.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2653495/,
yp1s77ez,319da4b3a356bea3794d401087176bcd055ba23d,PMC,Transmission Dynamics and Prospects for the Elimination of Canine Rabies,10.1371/journal.pbio.1000053,PMC2653555,19278295,cc-by,"Rabies has been eliminated from domestic dog populations in Western Europe and North America, but continues to kill many thousands of people throughout Africa and Asia every year. A quantitative understanding of transmission dynamics in domestic dog populations provides critical information to assess whether global elimination of canine rabies is possible. We report extensive observations of individual rabid animals in Tanzania and generate a uniquely detailed analysis of transmission biology, which explains important epidemiological features, including the level of variation in epidemic trajectories. We found that the basic reproductive number for rabies, R(0), is very low in our study area in rural Africa (∼1.2) and throughout its historic global range (<2). This finding provides strong support for the feasibility of controlling endemic canine rabies by vaccination, even near wildlife areas with large wild carnivore populations. However, we show that rapid turnover of domestic dog populations has been a major obstacle to successful control in developing countries, thus regular pulse vaccinations will be required to maintain population-level immunity between campaigns. Nonetheless our analyses suggest that with sustained, international commitment, global elimination of rabies from domestic dog populations, the most dangerous vector to humans, is a realistic goal.",2009-03-10,"Hampson, Katie; Dushoff, Jonathan; Cleaveland, Sarah; Haydon, Daniel T; Kaare, Magai; Packer, Craig; Dobson, Andy",PLoS Biol,,,,document_parses/pdf_json/319da4b3a356bea3794d401087176bcd055ba23d.json,document_parses/pmc_json/PMC2653555.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2653555/,
rl7sdzd7,3f842ddde61088937e203ddec6ace954e479499e,PMC,Detection of genetically modified organisms (GMOs) using isothermal amplification of target DNA sequences,10.1186/1472-6750-9-7,PMC2656497,19187544,cc-by,"BACKGROUND: The most common method of GMO detection is based upon the amplification of GMO-specific DNA amplicons using the polymerase chain reaction (PCR). Here we have applied the loop-mediated isothermal amplification (LAMP) method to amplify GMO-related DNA sequences, 'internal' commonly-used motifs for controlling transgene expression and event-specific (plant-transgene) junctions. RESULTS: We have tested the specificity and sensitivity of the technique for use in GMO studies. Results show that detection of 0.01% GMO in equivalent background DNA was possible and dilutions of template suggest that detection from single copies of the template may be possible using LAMP. CONCLUSION: This work shows that GMO detection can be carried out using LAMP for routine screening as well as for specific events detection. Moreover, the sensitivity and ability to amplify targets, even with a high background of DNA, here demonstrated, highlights the advantages of this isothermal amplification when applied for GMO detection.",2009-02-02,"Lee, David; La Mura, Maurizio; Allnutt, Theo R; Powell, Wayne",BMC Biotechnol,,,,document_parses/pdf_json/3f842ddde61088937e203ddec6ace954e479499e.json,document_parses/pmc_json/PMC2656497.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2656497/,
tfcerilc,ef872b80cf38917f64c42bfa52a57beb4399897a,PMC,Multivalent HA DNA Vaccination Protects against Highly Pathogenic H5N1 Avian Influenza Infection in Chickens and Mice,10.1371/journal.pone.0002432,PMC2657001,19293944,cc0,"BACKGROUND: Sustained outbreaks of highly pathogenic avian influenza (HPAI) H5N1 in avian species increase the risk of reassortment and adaptation to humans. The ability to contain its spread in chickens would reduce this threat and help maintain the capacity for egg-based vaccine production. While vaccines offer the potential to control avian disease, a major concern of current vaccines is their potency and inability to protect against evolving avian influenza viruses. METHODOLOGY / PRINCIPAL FINDINGS: The ability of DNA vaccines encoding hemagglutinin (HA) proteins from different HPAI H5N1 serotypes was evaluated for its ability to elicit neutralizing antibodies and to protect against homologous and heterologous HPAI H5N1 strain challenge in mice and chickens after DNA immunization by needle and syringe or with a pressure injection device. These vaccines elicited antibodies that neutralized multiple strains of HPAI H5N1 when given in combinations containing up to 10 HAs. The response was dose-dependent, and breadth was determined by the choice of the influenza virus HA in the vaccine. Monovalent and trivalent HA vaccines were tested first in mice and conferred protection against lethal H5N1 A/Vietnam/1203/2004 challenge 68 weeks after vaccination. In chickens, protection was observed against heterologous strains of HPAI H5N1 after vaccination with a trivalent H5 serotype DNA vaccine with doses as low as 5 µg DNA given twice either by intramuscular needle injection or with a needle-free device. CONCLUSIONS/SIGNIFICANCE: DNA vaccines offer a generic approach to influenza virus immunization applicable to multiple animal species. In addition, the ability to substitute plasmids encoding different strains enables rapid adaptation of the vaccine to newly evolving field isolates.",2008-06-18,"Rao, Srinivas; Kong, Wing-Pui; Wei, Chih-Jen; Yang, Zhi-Yong; Nason, Martha; Styles, Darrel; DeTolla, Louis J.; Sorrell, Erin M.; Song, Haichen; Wan, Hongquan; Ramirez-Nieto, Gloria C.; Perez, Daniel; Nabel, Gary J.",PLoS One,,,,document_parses/pdf_json/ef872b80cf38917f64c42bfa52a57beb4399897a.json,document_parses/pmc_json/PMC2657001.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2657001/,
ftjnw3an,190a3e95092a129b94052ac128ce9b690350d9af,PMC,Virus-Specific Read-Through Codon Preference Affects Infectivity of Chimeric Cucumber Green Mottle Mosaic Viruses Displaying a Dengue Virus Epitope,10.1155/2009/781712,PMC2659398,19325913,no-cc,"A Cucumber green mottle mosaic virus (CGMMV) was used to present a truncated dengue virus type 2 envelope (E) protein binding region from amino acids 379 to 423 (EB4). The EB4 gene was inserted at the terminal end of the CGMMV coat protein (CP) open reading frame (ORF). Read-through sequences of TMV or CGMMV, CAA-UAG-CAA-UUA, or AAA-UAG-CAA-UUA were, respectively, inserted in between the CP and the EB4 genes. The chimeric clones, pRT, pRG, and pCG+FSRTRE, were transcribed into full-length capped recombinant CGMMV transcripts. Only constructs with the wild-type CGMMV read-through sequence yielded infectious viruses following infection of host plant, muskmelon (Cucumis melo) leaves. The ratio of modified to unmodified CP for the read-through expression clone developed was also found to be approximately 1:1, higher than what has been previously reported. It was also observed that infectivity was not affected by differences in pI between the chimera and its wild counterpart. Analysis of recombinant viruses after 21-days-postinculation (dpi) revealed that deletions occurred resulting in partial reversions of the viral population to near wild type and suggesting that this would be the limiting harvest period for obtaining true to type recombinants with this construct.",2009-03-22,"Teoh, Pak-Guan; Ooi, Aik-Seng; AbuBakar, Sazaly; Othman, Rofina Yasmin",J Biomed Biotechnol,,,,document_parses/pdf_json/190a3e95092a129b94052ac128ce9b690350d9af.json,document_parses/pmc_json/PMC2659398.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2659398/,
t7004uw2,9cd3e3b494131726a57bf2d8e5aeb5bc56239dd0; 6a68dadda9052b8be43679f6aca30887677ffabb,PMC,Enhanced Hygiene Measures and Norovirus Transmission during an Outbreak,10.3201/1501.080299,PMC2660689,19116045,no-cc,"Control of norovirus outbreaks relies on enhanced hygiene measures, such as handwashing, surface cleaning, using disposable paper towels, and using separate toilets for sick and well persons. However, little is known about their effectiveness in limiting further spread of norovirus infections. We analyzed norovirus outbreaks in 7 camps at an international scouting jamboree in the Netherlands during 2004. Implementation of hygiene measures coincided with an 84.8% (95% predictive interval 81.2%–86.6%) reduction in reproduction number. This reduction was unexpectedly large but still below the reduction needed to contain a norovirus outbreak. Even more stringent control measures are required to break the chain of transmission of norovirus.",2009-01-02,"Heijne, Janneke C.M.; Teunis, Peter; Morroy, Gabriella; Wijkmans, Clementine; Oostveen, Sandy; Duizer, Erwin; Kretzschmar, Mirjam; Wallinga, Jacco",Emerg Infect Dis,,,,document_parses/pdf_json/9cd3e3b494131726a57bf2d8e5aeb5bc56239dd0.json; document_parses/pdf_json/6a68dadda9052b8be43679f6aca30887677ffabb.json,document_parses/pmc_json/PMC2660689.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2660689/,
